"","1st_network","Region","cluster","Bridgeness","freq"
"353","CON","Insula_R_6","23","Global_Bridge",0.2
"354","CON","Insula_R_6","23","Local_Bridge",0.2
"355","CON","Insula_R_6","23","Not_a_Bridge",0.3
"356","CON","Insula_R_6","23","Super_Bridge",0.3
"357","CON","Insula_R_6","56","Global_Bridge",0.22222
"358","CON","Insula_R_6","56","Local_Bridge",0.44444
"359","CON","Insula_R_6","56","Not_a_Bridge",1e-05
"360","CON","Insula_R_6","56","Super_Bridge",0.33333
"361","DMN","Paracentral_Lobule_L_1","23","Global_Bridge",0.0714285714285714
"362","DMN","Paracentral_Lobule_L_1","23","Local_Bridge",0.0714285714285714
"363","DMN","Paracentral_Lobule_L_1","23","Not_a_Bridge",0.0714285714285714
"364","DMN","Paracentral_Lobule_L_1","23","Super_Bridge",0.785714285714286
"365","DMN","Paracentral_Lobule_L_1","56","Global_Bridge",1e-05
"366","DMN","Paracentral_Lobule_L_1","56","Local_Bridge",0.49999
"367","DMN","Paracentral_Lobule_L_1","56","Not_a_Bridge",1e-05
"368","DMN","Paracentral_Lobule_L_1","56","Super_Bridge",0.49999
"369","DMN","Paracentral_Lobule_L_2","23","Global_Bridge",1e-05
"370","DMN","Paracentral_Lobule_L_2","23","Local_Bridge",0.499995
"371","DMN","Paracentral_Lobule_L_2","23","Not_a_Bridge",0.062499375
"372","DMN","Paracentral_Lobule_L_2","23","Super_Bridge",0.437495625
"373","DMN","Paracentral_Lobule_L_2","56","Global_Bridge",0.1
"374","DMN","Paracentral_Lobule_L_2","56","Local_Bridge",0.3
"375","DMN","Paracentral_Lobule_L_2","56","Not_a_Bridge",0.1
"376","DMN","Paracentral_Lobule_L_2","56","Super_Bridge",0.5
"377","DMN","Paracentral_Lobule_L_3","23","Global_Bridge",1e-05
"378","DMN","Paracentral_Lobule_L_3","23","Local_Bridge",0.615372307692308
"379","DMN","Paracentral_Lobule_L_3","23","Not_a_Bridge",1e-05
"380","DMN","Paracentral_Lobule_L_3","23","Super_Bridge",0.384607692307692
"381","DMN","Paracentral_Lobule_L_3","56","Global_Bridge",1e-05
"382","DMN","Paracentral_Lobule_L_3","56","Local_Bridge",0.49999
"383","DMN","Paracentral_Lobule_L_3","56","Not_a_Bridge",0.49999
"384","DMN","Paracentral_Lobule_L_3","56","Super_Bridge",1e-05
"385","SMN","ParaHippocampal_L_1","23","Global_Bridge",0.176470588235294
"386","SMN","ParaHippocampal_L_1","23","Local_Bridge",0.117647058823529
"387","SMN","ParaHippocampal_L_1","23","Not_a_Bridge",0.529411764705882
"388","SMN","ParaHippocampal_L_1","23","Super_Bridge",0.176470588235294
"389","SMN","ParaHippocampal_L_1","56","Global_Bridge",0.0909081818181818
"390","SMN","ParaHippocampal_L_1","56","Local_Bridge",0.0909081818181818
"391","SMN","ParaHippocampal_L_1","56","Not_a_Bridge",0.818173636363636
"392","SMN","ParaHippocampal_L_1","56","Super_Bridge",1e-05
"393","SMN","ParaHippocampal_L_2","23","Global_Bridge",0.0714285714285714
"394","SMN","ParaHippocampal_L_2","23","Local_Bridge",0.285714285714286
"395","SMN","ParaHippocampal_L_2","23","Not_a_Bridge",0.285714285714286
"396","SMN","ParaHippocampal_L_2","23","Super_Bridge",0.357142857142857
"397","SMN","ParaHippocampal_L_2","56","Global_Bridge",0.37499625
"398","SMN","ParaHippocampal_L_2","56","Local_Bridge",1e-05
"399","SMN","ParaHippocampal_L_2","56","Not_a_Bridge",0.37499625
"400","SMN","ParaHippocampal_L_2","56","Super_Bridge",0.2499975
"401","SMN","Parietal_Inf_L_1","23","Global_Bridge",0.222222222222222
"402","SMN","Parietal_Inf_L_1","23","Local_Bridge",0.111111111111111
"403","SMN","Parietal_Inf_L_1","23","Not_a_Bridge",0.166666666666667
"404","SMN","Parietal_Inf_L_1","23","Super_Bridge",0.5
"405","SMN","Parietal_Inf_L_1","56","Global_Bridge",0.272724545454545
"406","SMN","Parietal_Inf_L_1","56","Local_Bridge",1e-05
"407","SMN","Parietal_Inf_L_1","56","Not_a_Bridge",0.363632727272727
"408","SMN","Parietal_Inf_L_1","56","Super_Bridge",0.363632727272727
"409","FPN","Parietal_Inf_L_2","23","Global_Bridge",0.0952380952380952
"410","FPN","Parietal_Inf_L_2","23","Local_Bridge",0.0952380952380952
"411","FPN","Parietal_Inf_L_2","23","Not_a_Bridge",0.238095238095238
"412","FPN","Parietal_Inf_L_2","23","Super_Bridge",0.571428571428571
"413","FPN","Parietal_Inf_L_2","56","Global_Bridge",0.166666666666667
"414","FPN","Parietal_Inf_L_2","56","Local_Bridge",0.0833333333333333
"415","FPN","Parietal_Inf_L_2","56","Not_a_Bridge",0.416666666666667
"416","FPN","Parietal_Inf_L_2","56","Super_Bridge",0.333333333333333
"417","Visual_2","Parietal_Inf_L_3","23","Global_Bridge",0.105263157894737
"418","Visual_2","Parietal_Inf_L_3","23","Local_Bridge",0.210526315789474
"419","Visual_2","Parietal_Inf_L_3","23","Not_a_Bridge",0.368421052631579
"420","Visual_2","Parietal_Inf_L_3","23","Super_Bridge",0.315789473684211
"421","Visual_2","Parietal_Inf_L_3","56","Global_Bridge",0.285714285714286
"422","Visual_2","Parietal_Inf_L_3","56","Local_Bridge",0.142857142857143
"423","Visual_2","Parietal_Inf_L_3","56","Not_a_Bridge",0.285714285714286
"424","Visual_2","Parietal_Inf_L_3","56","Super_Bridge",0.285714285714286
"425","FPN","Parietal_Inf_L_4","23","Global_Bridge",0.235291764705882
"426","FPN","Parietal_Inf_L_4","23","Local_Bridge",1e-05
"427","FPN","Parietal_Inf_L_4","23","Not_a_Bridge",0.176468823529412
"428","FPN","Parietal_Inf_L_4","23","Super_Bridge",0.588229411764706
"429","FPN","Parietal_Inf_L_4","56","Global_Bridge",0.285708571428571
"430","FPN","Parietal_Inf_L_4","56","Local_Bridge",1e-05
"431","FPN","Parietal_Inf_L_4","56","Not_a_Bridge",1e-05
"432","FPN","Parietal_Inf_L_4","56","Super_Bridge",0.714271428571429
"433","DAN","Parietal_Inf_L_5","23","Global_Bridge",0.199998
"434","DAN","Parietal_Inf_L_5","23","Local_Bridge",1e-05
"435","DAN","Parietal_Inf_L_5","23","Not_a_Bridge",0.2499975
"436","DAN","Parietal_Inf_L_5","23","Super_Bridge",0.5499945
"437","DAN","Parietal_Inf_L_5","56","Global_Bridge",0.230769230769231
"438","DAN","Parietal_Inf_L_5","56","Local_Bridge",0.153846153846154
"439","DAN","Parietal_Inf_L_5","56","Not_a_Bridge",0.461538461538462
"440","DAN","Parietal_Inf_L_5","56","Super_Bridge",0.153846153846154
"441","FPN","Parietal_Inf_R_1","23","Global_Bridge",1e-05
"442","FPN","Parietal_Inf_R_1","23","Local_Bridge",0.199998
"443","FPN","Parietal_Inf_R_1","23","Not_a_Bridge",0.399996
"444","FPN","Parietal_Inf_R_1","23","Super_Bridge",0.399996
"445","FPN","Parietal_Inf_R_1","56","Global_Bridge",0.2499975
"446","FPN","Parietal_Inf_R_1","56","Local_Bridge",0.37499625
"447","FPN","Parietal_Inf_R_1","56","Not_a_Bridge",0.37499625
"448","FPN","Parietal_Inf_R_1","56","Super_Bridge",1e-05
"449","SMN","Postcentral_L_3","23","Global_Bridge",0.4375
"450","SMN","Postcentral_L_3","23","Local_Bridge",0.1875
"451","SMN","Postcentral_L_3","23","Not_a_Bridge",0.125
"452","SMN","Postcentral_L_3","23","Super_Bridge",0.25
"453","SMN","Postcentral_L_3","56","Global_Bridge",0.357142857142857
"454","SMN","Postcentral_L_3","56","Local_Bridge",0.0714285714285714
"455","SMN","Postcentral_L_3","56","Not_a_Bridge",0.5
"456","SMN","Postcentral_L_3","56","Super_Bridge",0.0714285714285714
"457","SMN","Postcentral_L_4","23","Global_Bridge",0.25
"458","SMN","Postcentral_L_4","23","Local_Bridge",0.1875
"459","SMN","Postcentral_L_4","23","Not_a_Bridge",0.3125
"460","SMN","Postcentral_L_4","23","Super_Bridge",0.25
"461","SMN","Postcentral_L_4","56","Global_Bridge",0.307689230769231
"462","SMN","Postcentral_L_4","56","Local_Bridge",1e-05
"463","SMN","Postcentral_L_4","56","Not_a_Bridge",0.461533846153846
"464","SMN","Postcentral_L_4","56","Super_Bridge",0.230766923076923
"465","SMN","Postcentral_L_5","23","Global_Bridge",0.25
"466","SMN","Postcentral_L_5","23","Local_Bridge",0.25
"467","SMN","Postcentral_L_5","23","Not_a_Bridge",0.25
"468","SMN","Postcentral_L_5","23","Super_Bridge",0.25
"469","SMN","Postcentral_L_5","56","Global_Bridge",0.466662
"470","SMN","Postcentral_L_5","56","Local_Bridge",1e-05
"471","SMN","Postcentral_L_5","56","Not_a_Bridge",0.33333
"472","SMN","Postcentral_L_5","56","Super_Bridge",0.199998
"473","SMN","Postcentral_L_6","23","Global_Bridge",0.166666666666667
"474","SMN","Postcentral_L_6","23","Local_Bridge",0.166666666666667
"475","SMN","Postcentral_L_6","23","Not_a_Bridge",0.583333333333333
"476","SMN","Postcentral_L_6","23","Super_Bridge",0.0833333333333333
"477","SMN","Postcentral_L_6","56","Global_Bridge",0.499995
"478","SMN","Postcentral_L_6","56","Local_Bridge",1e-05
"479","SMN","Postcentral_L_6","56","Not_a_Bridge",0.399996
"480","SMN","Postcentral_L_6","56","Super_Bridge",0.099999
"481","SMN","Postcentral_R_5","23","Global_Bridge",0.0909090909090909
"482","SMN","Postcentral_R_5","23","Local_Bridge",0.272727272727273
"483","SMN","Postcentral_R_5","23","Not_a_Bridge",0.363636363636364
"484","SMN","Postcentral_R_5","23","Super_Bridge",0.272727272727273
"485","SMN","Postcentral_R_5","56","Global_Bridge",0.571422857142857
"486","SMN","Postcentral_R_5","56","Local_Bridge",1e-05
"487","SMN","Postcentral_R_5","56","Not_a_Bridge",0.285711428571429
"488","SMN","Postcentral_R_5","56","Super_Bridge",0.142855714285714
"489","SMN","Postcentral_R_6","23","Global_Bridge",1e-05
"490","SMN","Postcentral_R_6","23","Local_Bridge",0.199998
"491","SMN","Postcentral_R_6","23","Not_a_Bridge",0.533328
"492","SMN","Postcentral_R_6","23","Super_Bridge",0.266664
"493","SMN","Postcentral_R_6","56","Global_Bridge",0.25
"494","SMN","Postcentral_R_6","56","Local_Bridge",0.0833333333333333
"495","SMN","Postcentral_R_6","56","Not_a_Bridge",0.583333333333333
"496","SMN","Postcentral_R_6","56","Super_Bridge",0.0833333333333333
"497","SMN","Precentral_L_1","23","Global_Bridge",0.125
"498","SMN","Precentral_L_1","23","Local_Bridge",0.375
"499","SMN","Precentral_L_1","23","Not_a_Bridge",0.375
"500","SMN","Precentral_L_1","23","Super_Bridge",0.125
"501","SMN","Precentral_L_1","56","Global_Bridge",0.142857142857143
"502","SMN","Precentral_L_1","56","Local_Bridge",0.285714285714286
"503","SMN","Precentral_L_1","56","Not_a_Bridge",0.428571428571429
"504","SMN","Precentral_L_1","56","Super_Bridge",0.142857142857143
"505","SMN","Precentral_L_2","23","Global_Bridge",0.222222222222222
"506","SMN","Precentral_L_2","23","Local_Bridge",0.111111111111111
"507","SMN","Precentral_L_2","23","Not_a_Bridge",0.333333333333333
"508","SMN","Precentral_L_2","23","Super_Bridge",0.333333333333333
"509","SMN","Precentral_L_2","56","Global_Bridge",0.461533846153846
"510","SMN","Precentral_L_2","56","Local_Bridge",1e-05
"511","SMN","Precentral_L_2","56","Not_a_Bridge",0.230766923076923
"512","SMN","Precentral_L_2","56","Super_Bridge",0.307689230769231
"513","SMN","Precentral_L_3","23","Global_Bridge",0.142857142857143
"514","SMN","Precentral_L_3","23","Local_Bridge",0.285714285714286
"515","SMN","Precentral_L_3","23","Not_a_Bridge",0.285714285714286
"516","SMN","Precentral_L_3","23","Super_Bridge",0.285714285714286
"517","SMN","Precentral_L_3","56","Global_Bridge",0.49999
"518","SMN","Precentral_L_3","56","Local_Bridge",1e-05
"519","SMN","Precentral_L_3","56","Not_a_Bridge",0.49999
"520","SMN","Precentral_L_3","56","Super_Bridge",1e-05
"521","Language","Precentral_L_4","23","Global_Bridge",0.5
"522","Language","Precentral_L_4","23","Local_Bridge",0.0625
"523","Language","Precentral_L_4","23","Not_a_Bridge",0.125
"524","Language","Precentral_L_4","23","Super_Bridge",0.3125
"525","Language","Precentral_L_4","56","Global_Bridge",0.1875
"526","Language","Precentral_L_4","56","Local_Bridge",0.0625
"527","Language","Precentral_L_4","56","Not_a_Bridge",0.1875
"528","Language","Precentral_L_4","56","Super_Bridge",0.5625
"529","FPN","Precentral_L_5","23","Global_Bridge",0.222222222222222
"530","FPN","Precentral_L_5","23","Local_Bridge",0.111111111111111
"531","FPN","Precentral_L_5","23","Not_a_Bridge",0.111111111111111
"532","FPN","Precentral_L_5","23","Super_Bridge",0.555555555555556
"533","FPN","Precentral_L_5","56","Global_Bridge",0.4166625
"534","FPN","Precentral_L_5","56","Local_Bridge",1e-05
"535","FPN","Precentral_L_5","56","Not_a_Bridge",0.33333
"536","FPN","Precentral_L_5","56","Super_Bridge",0.2499975
"537","FPN","Precentral_L_6","23","Global_Bridge",0.166666666666667
"538","FPN","Precentral_L_6","23","Local_Bridge",0.0833333333333333
"539","FPN","Precentral_L_6","23","Not_a_Bridge",0.166666666666667
"540","FPN","Precentral_L_6","23","Super_Bridge",0.583333333333333
"541","FPN","Precentral_L_6","56","Global_Bridge",0.357142857142857
"542","FPN","Precentral_L_6","56","Local_Bridge",0.214285714285714
"543","FPN","Precentral_L_6","56","Not_a_Bridge",0.0714285714285714
"544","FPN","Precentral_L_6","56","Super_Bridge",0.357142857142857
"545","SMN","Precentral_R_1","23","Global_Bridge",0.153846153846154
"546","SMN","Precentral_R_1","23","Local_Bridge",0.153846153846154
"547","SMN","Precentral_R_1","23","Not_a_Bridge",0.615384615384615
"548","SMN","Precentral_R_1","23","Super_Bridge",0.0769230769230769
"549","SMN","Precentral_R_1","56","Global_Bridge",0.5
"550","SMN","Precentral_R_1","56","Local_Bridge",0.125
"551","SMN","Precentral_R_1","56","Not_a_Bridge",0.25
"552","SMN","Precentral_R_1","56","Super_Bridge",0.125
"553","SMN","Precentral_R_2","23","Global_Bridge",0.277777777777778
"554","SMN","Precentral_R_2","23","Local_Bridge",0.111111111111111
"555","SMN","Precentral_R_2","23","Not_a_Bridge",0.333333333333333
"556","SMN","Precentral_R_2","23","Super_Bridge",0.277777777777778
"557","SMN","Precentral_R_2","56","Global_Bridge",0.461533846153846
"558","SMN","Precentral_R_2","56","Local_Bridge",1e-05
"559","SMN","Precentral_R_2","56","Not_a_Bridge",0.307689230769231
"560","SMN","Precentral_R_2","56","Super_Bridge",0.230766923076923
"561","SMN","Precentral_R_3","23","Global_Bridge",0.0769230769230769
"562","SMN","Precentral_R_3","23","Local_Bridge",0.230769230769231
"563","SMN","Precentral_R_3","23","Not_a_Bridge",0.461538461538462
"564","SMN","Precentral_R_3","23","Super_Bridge",0.230769230769231
"565","SMN","Precentral_R_3","56","Global_Bridge",0.4
"566","SMN","Precentral_R_3","56","Local_Bridge",0.1
"567","SMN","Precentral_R_3","56","Not_a_Bridge",0.2
"568","SMN","Precentral_R_3","56","Super_Bridge",0.3
"569","CON","Precentral_R_5","23","Global_Bridge",1e-05
"570","CON","Precentral_R_5","23","Local_Bridge",0.599988
"571","CON","Precentral_R_5","23","Not_a_Bridge",1e-05
"572","CON","Precentral_R_5","23","Super_Bridge",0.399992
"573","CON","Precentral_R_5","56","Global_Bridge",0.333326666666667
"574","CON","Precentral_R_5","56","Local_Bridge",1e-05
"575","CON","Precentral_R_5","56","Not_a_Bridge",1e-05
"576","CON","Precentral_R_5","56","Super_Bridge",0.666653333333333
"577","CON","Precuneus_L_1","23","Global_Bridge",0.11111
"578","CON","Precuneus_L_1","23","Local_Bridge",0.44444
"579","CON","Precuneus_L_1","23","Not_a_Bridge",1e-05
"580","CON","Precuneus_L_1","23","Super_Bridge",0.44444
"581","CON","Precuneus_L_1","56","Global_Bridge",0.2499975
"582","CON","Precuneus_L_1","56","Local_Bridge",0.499995
"583","CON","Precuneus_L_1","56","Not_a_Bridge",1e-05
"584","CON","Precuneus_L_1","56","Super_Bridge",0.2499975
"585","Visual_1","Precuneus_L_2","23","Global_Bridge",1e-05
"586","Visual_1","Precuneus_L_2","23","Local_Bridge",0.428567142857143
"587","Visual_1","Precuneus_L_2","23","Not_a_Bridge",0.142855714285714
"588","Visual_1","Precuneus_L_2","23","Super_Bridge",0.428567142857143
"589","Visual_1","Precuneus_L_2","56","Global_Bridge",1e-05
"590","Visual_1","Precuneus_L_2","56","Local_Bridge",0.37499625
"591","Visual_1","Precuneus_L_2","56","Not_a_Bridge",0.12499875
"592","Visual_1","Precuneus_L_2","56","Super_Bridge",0.499995
"593","DMN","Precuneus_L_3","23","Global_Bridge",0.0714285714285714
"594","DMN","Precuneus_L_3","23","Local_Bridge",0.0714285714285714
"595","DMN","Precuneus_L_3","23","Not_a_Bridge",0.5
"596","DMN","Precuneus_L_3","23","Super_Bridge",0.357142857142857
"597","DMN","Precuneus_L_3","56","Global_Bridge",1e-05
"598","DMN","Precuneus_L_3","56","Local_Bridge",0.428567142857143
"599","DMN","Precuneus_L_3","56","Not_a_Bridge",0.142855714285714
"600","DMN","Precuneus_L_3","56","Super_Bridge",0.428567142857143
"601","DMN","Precuneus_L_4","23","Global_Bridge",0.0769230769230769
"602","DMN","Precuneus_L_4","23","Local_Bridge",0.307692307692308
"603","DMN","Precuneus_L_4","23","Not_a_Bridge",0.384615384615385
"604","DMN","Precuneus_L_4","23","Super_Bridge",0.230769230769231
"605","DMN","Precuneus_L_4","56","Global_Bridge",1e-05
"606","DMN","Precuneus_L_4","56","Local_Bridge",0.428562857142857
"607","DMN","Precuneus_L_4","56","Not_a_Bridge",1e-05
"608","DMN","Precuneus_L_4","56","Super_Bridge",0.571417142857143
"609","FPN","Precuneus_L_5","23","Global_Bridge",0.0714285714285714
"610","FPN","Precuneus_L_5","23","Local_Bridge",0.214285714285714
"611","FPN","Precuneus_L_5","23","Not_a_Bridge",0.428571428571429
"612","FPN","Precuneus_L_5","23","Super_Bridge",0.285714285714286
"613","FPN","Precuneus_L_5","56","Global_Bridge",1e-05
"614","FPN","Precuneus_L_5","56","Local_Bridge",0.33333
"615","FPN","Precuneus_L_5","56","Not_a_Bridge",0.499995
"616","FPN","Precuneus_L_5","56","Super_Bridge",0.166665
"617","FPN","Precuneus_L_6","23","Global_Bridge",1e-05
"618","FPN","Precuneus_L_6","23","Local_Bridge",0.384611538461539
"619","FPN","Precuneus_L_6","23","Not_a_Bridge",0.461533846153846
"620","FPN","Precuneus_L_6","23","Super_Bridge",0.153844615384615
"621","FPN","Precuneus_L_6","56","Global_Bridge",0.0769230769230769
"622","FPN","Precuneus_L_6","56","Local_Bridge",0.307692307692308
"623","FPN","Precuneus_L_6","56","Not_a_Bridge",0.307692307692308
"624","FPN","Precuneus_L_6","56","Super_Bridge",0.307692307692308
"625","SMN","Precuneus_L_7","23","Global_Bridge",1e-05
"626","SMN","Precuneus_L_7","23","Local_Bridge",0.230766923076923
"627","SMN","Precuneus_L_7","23","Not_a_Bridge",0.307689230769231
"628","SMN","Precuneus_L_7","23","Super_Bridge",0.461533846153846
"629","SMN","Precuneus_L_7","56","Global_Bridge",0.166665
"630","SMN","Precuneus_L_7","56","Local_Bridge",0.166665
"631","SMN","Precuneus_L_7","56","Not_a_Bridge",0.66666
"632","SMN","Precuneus_L_7","56","Super_Bridge",1e-05
"633","CON","Putamen_L_1","23","Global_Bridge",0.0833333333333333
"634","CON","Putamen_L_1","23","Local_Bridge",0.416666666666667
"635","CON","Putamen_L_1","23","Not_a_Bridge",0.333333333333333
"636","CON","Putamen_L_1","23","Super_Bridge",0.166666666666667
"637","CON","Putamen_L_1","56","Global_Bridge",0.166665
"638","CON","Putamen_L_1","56","Local_Bridge",0.499995
"639","CON","Putamen_L_1","56","Not_a_Bridge",1e-05
"640","CON","Putamen_L_1","56","Super_Bridge",0.33333
"641","CON","Putamen_L_2","23","Global_Bridge",0.285714285714286
"642","CON","Putamen_L_2","23","Local_Bridge",0.142857142857143
"643","CON","Putamen_L_2","23","Not_a_Bridge",0.285714285714286
"644","CON","Putamen_L_2","23","Super_Bridge",0.285714285714286
"645","CON","Putamen_L_2","56","Global_Bridge",1e-05
"646","CON","Putamen_L_2","56","Local_Bridge",0.166665
"647","CON","Putamen_L_2","56","Not_a_Bridge",0.33333
"648","CON","Putamen_L_2","56","Super_Bridge",0.499995
"649","CON","Putamen_R_1","23","Global_Bridge",1e-05
"650","CON","Putamen_R_1","23","Local_Bridge",0.357139285714286
"651","CON","Putamen_R_1","23","Not_a_Bridge",0.428567142857143
"652","CON","Putamen_R_1","23","Super_Bridge",0.214283571428571
"653","CON","Putamen_R_1","56","Global_Bridge",1e-05
"654","CON","Putamen_R_1","56","Local_Bridge",0.499995
"655","CON","Putamen_R_1","56","Not_a_Bridge",0.12499875
"656","CON","Putamen_R_1","56","Super_Bridge",0.37499625
"657","CON","Putamen_R_2","23","Global_Bridge",0.0769230769230769
"658","CON","Putamen_R_2","23","Local_Bridge",0.461538461538462
"659","CON","Putamen_R_2","23","Not_a_Bridge",0.230769230769231
"660","CON","Putamen_R_2","23","Super_Bridge",0.230769230769231
"661","CON","Putamen_R_2","56","Global_Bridge",0.12499875
"662","CON","Putamen_R_2","56","Local_Bridge",0.62499375
"663","CON","Putamen_R_2","56","Not_a_Bridge",0.2499975
"664","CON","Putamen_R_2","56","Super_Bridge",1e-05
"665","CON","Rolandic_Oper_L_1","23","Global_Bridge",0.210526315789474
"666","CON","Rolandic_Oper_L_1","23","Local_Bridge",0.263157894736842
"667","CON","Rolandic_Oper_L_1","23","Not_a_Bridge",0.368421052631579
"668","CON","Rolandic_Oper_L_1","23","Super_Bridge",0.157894736842105
"669","CON","Rolandic_Oper_L_1","56","Global_Bridge",1e-05
"670","CON","Rolandic_Oper_L_1","56","Local_Bridge",0.181816363636364
"671","CON","Rolandic_Oper_L_1","56","Not_a_Bridge",0.454540909090909
"672","CON","Rolandic_Oper_L_1","56","Super_Bridge",0.363632727272727
"673","Auditory","Rolandic_Oper_L_2","23","Global_Bridge",0.299997
"674","Auditory","Rolandic_Oper_L_2","23","Local_Bridge",1e-05
"675","Auditory","Rolandic_Oper_L_2","23","Not_a_Bridge",0.299997
"676","Auditory","Rolandic_Oper_L_2","23","Super_Bridge",0.399996
"677","Auditory","Rolandic_Oper_L_2","56","Global_Bridge",0.399996
"678","Auditory","Rolandic_Oper_L_2","56","Local_Bridge",1e-05
"679","Auditory","Rolandic_Oper_L_2","56","Not_a_Bridge",0.299997
"680","Auditory","Rolandic_Oper_L_2","56","Super_Bridge",0.299997
"681","SMN","Rolandic_Oper_L_3","23","Global_Bridge",0.176470588235294
"682","SMN","Rolandic_Oper_L_3","23","Local_Bridge",0.294117647058824
"683","SMN","Rolandic_Oper_L_3","23","Not_a_Bridge",0.294117647058824
"684","SMN","Rolandic_Oper_L_3","23","Super_Bridge",0.235294117647059
"685","SMN","Rolandic_Oper_L_3","56","Global_Bridge",0.499995
"686","SMN","Rolandic_Oper_L_3","56","Local_Bridge",1e-05
"687","SMN","Rolandic_Oper_L_3","56","Not_a_Bridge",0.12499875
"688","SMN","Rolandic_Oper_L_3","56","Super_Bridge",0.37499625
"689","CON","Rolandic_Oper_R_1","23","Global_Bridge",0.375
"690","CON","Rolandic_Oper_R_1","23","Local_Bridge",0.125
"691","CON","Rolandic_Oper_R_1","23","Not_a_Bridge",0.0625
"692","CON","Rolandic_Oper_R_1","23","Super_Bridge",0.4375
"693","CON","Rolandic_Oper_R_1","56","Global_Bridge",0.142855714285714
"694","CON","Rolandic_Oper_R_1","56","Local_Bridge",0.571422857142857
"695","CON","Rolandic_Oper_R_1","56","Not_a_Bridge",1e-05
"696","CON","Rolandic_Oper_R_1","56","Super_Bridge",0.285711428571429
"697","SMN","Rolandic_Oper_R_2","23","Global_Bridge",0.0952380952380952
"698","SMN","Rolandic_Oper_R_2","23","Local_Bridge",0.19047619047619
"699","SMN","Rolandic_Oper_R_2","23","Not_a_Bridge",0.523809523809524
"700","SMN","Rolandic_Oper_R_2","23","Super_Bridge",0.19047619047619
"701","SMN","Rolandic_Oper_R_2","56","Global_Bridge",1e-05
"702","SMN","Rolandic_Oper_R_2","56","Local_Bridge",0.181814545454545
"703","SMN","Rolandic_Oper_R_2","56","Not_a_Bridge",0.818165454545454
"704","SMN","Rolandic_Oper_R_2","56","Super_Bridge",1e-05
"705","CON","Rolandic_Oper_R_3","23","Global_Bridge",0.0454545454545455
"706","CON","Rolandic_Oper_R_3","23","Local_Bridge",0.272727272727273
"707","CON","Rolandic_Oper_R_3","23","Not_a_Bridge",0.409090909090909
