"","1st_network","Region","cluster","Hub_consensus","freq"
"994","CON","SupraMarginal_L_2","23","Provincial",0.0769223076923077
"995","CON","SupraMarginal_L_2","23","Satellite",0.384611538461539
"996","CON","SupraMarginal_L_2","56","Connector",1e-05
"997","CON","SupraMarginal_L_2","56","Isolate",1e-05
"998","CON","SupraMarginal_L_2","56","Peripheral",0.12499625
"999","CON","SupraMarginal_L_2","56","Provincial",1e-05
"1000","CON","SupraMarginal_L_2","56","Satellite",0.87497375
"1001","SMN","SupraMarginal_L_3","23","Connector",1e-05
"1002","SMN","SupraMarginal_L_3","23","Isolate",1e-05
"1003","SMN","SupraMarginal_L_3","23","Peripheral",0.799984
"1004","SMN","SupraMarginal_L_3","23","Provincial",0.099998
"1005","SMN","SupraMarginal_L_3","23","Satellite",0.099998
"1006","SMN","SupraMarginal_L_3","56","Connector",1e-05
"1007","SMN","SupraMarginal_L_3","56","Isolate",1e-05
"1008","SMN","SupraMarginal_L_3","56","Peripheral",0.888862222222222
"1009","SMN","SupraMarginal_L_3","56","Provincial",1e-05
"1010","SMN","SupraMarginal_L_3","56","Satellite",0.111107777777778
"1011","FPN","SupraMarginal_R_2","23","Connector",0.277775
"1012","FPN","SupraMarginal_R_2","23","Isolate",1e-05
"1013","FPN","SupraMarginal_R_2","23","Peripheral",0.055555
"1014","FPN","SupraMarginal_R_2","23","Provincial",0.22222
"1015","FPN","SupraMarginal_R_2","23","Satellite",0.44444
"1016","FPN","SupraMarginal_R_2","56","Connector",0.454531818181818
"1017","FPN","SupraMarginal_R_2","56","Isolate",1e-05
"1018","FPN","SupraMarginal_R_2","56","Peripheral",1e-05
"1019","FPN","SupraMarginal_R_2","56","Provincial",1e-05
"1020","FPN","SupraMarginal_R_2","56","Satellite",0.545438181818182
"1021","DMN","Temporal_Inf_L_2","23","Connector",1e-05
"1022","DMN","Temporal_Inf_L_2","23","Isolate",1e-05
"1023","DMN","Temporal_Inf_L_2","23","Peripheral",0.357135714285714
"1024","DMN","Temporal_Inf_L_2","23","Provincial",0.285708571428571
"1025","DMN","Temporal_Inf_L_2","23","Satellite",0.357135714285714
"1026","DMN","Temporal_Inf_L_2","56","Connector",1e-05
"1027","DMN","Temporal_Inf_L_2","56","Isolate",1e-05
"1028","DMN","Temporal_Inf_L_2","56","Peripheral",0.99996
"1029","DMN","Temporal_Inf_L_2","56","Provincial",1e-05
"1030","DMN","Temporal_Inf_L_2","56","Satellite",1e-05
"1031","Visual_2","Temporal_Inf_L_3","23","Connector",1e-05
"1032","Visual_2","Temporal_Inf_L_3","23","Isolate",0.0769223076923077
"1033","Visual_2","Temporal_Inf_L_3","23","Peripheral",0.692300769230769
"1034","Visual_2","Temporal_Inf_L_3","23","Provincial",0.0769223076923077
"1035","Visual_2","Temporal_Inf_L_3","23","Satellite",0.153844615384615
"1036","Visual_2","Temporal_Inf_L_3","56","Connector",1e-05
"1037","Visual_2","Temporal_Inf_L_3","56","Isolate",1e-05
"1038","Visual_2","Temporal_Inf_L_3","56","Peripheral",0.833308333333333
"1039","Visual_2","Temporal_Inf_L_3","56","Provincial",1e-05
"1040","Visual_2","Temporal_Inf_L_3","56","Satellite",0.166661666666667
"1041","FPN","Temporal_Inf_R_2","23","Connector",0.176467058823529
"1042","FPN","Temporal_Inf_R_2","23","Isolate",1e-05
"1043","FPN","Temporal_Inf_R_2","23","Peripheral",1e-05
"1044","FPN","Temporal_Inf_R_2","23","Provincial",0.0588223529411765
"1045","FPN","Temporal_Inf_R_2","23","Satellite",0.764690588235294
"1046","FPN","Temporal_Inf_R_2","56","Connector",0.499985
"1047","FPN","Temporal_Inf_R_2","56","Isolate",1e-05
"1048","FPN","Temporal_Inf_R_2","56","Peripheral",1e-05
"1049","FPN","Temporal_Inf_R_2","56","Provincial",1e-05
"1050","FPN","Temporal_Inf_R_2","56","Satellite",0.499985
"1051","DMN","Temporal_Inf_R_5","23","Connector",1e-05
"1052","DMN","Temporal_Inf_R_5","23","Isolate",1e-05
"1053","DMN","Temporal_Inf_R_5","23","Peripheral",0.0833316666666667
"1054","DMN","Temporal_Inf_R_5","23","Provincial",0.749985
"1055","DMN","Temporal_Inf_R_5","23","Satellite",0.166663333333333
"1056","DMN","Temporal_Inf_R_5","56","Connector",0.222217777777778
"1057","DMN","Temporal_Inf_R_5","56","Isolate",1e-05
"1058","DMN","Temporal_Inf_R_5","56","Peripheral",0.333326666666667
"1059","DMN","Temporal_Inf_R_5","56","Provincial",0.444435555555556
"1060","DMN","Temporal_Inf_R_5","56","Satellite",1e-05
"1061","PMM","Temporal_Mid_L_1","23","Connector",0.133332
"1062","PMM","Temporal_Mid_L_1","23","Isolate",1e-05
"1063","PMM","Temporal_Mid_L_1","23","Peripheral",0.66666
"1064","PMM","Temporal_Mid_L_1","23","Provincial",0.066666
"1065","PMM","Temporal_Mid_L_1","23","Satellite",0.133332
"1066","PMM","Temporal_Mid_L_1","56","Connector",0.2499975
"1067","PMM","Temporal_Mid_L_1","56","Isolate",1e-05
"1068","PMM","Temporal_Mid_L_1","56","Peripheral",0.37499625
"1069","PMM","Temporal_Mid_L_1","56","Provincial",0.12499875
"1070","PMM","Temporal_Mid_L_1","56","Satellite",0.2499975
"1071","DMN","Temporal_Mid_L_4","23","Connector",0.190472380952381
"1072","DMN","Temporal_Mid_L_4","23","Isolate",1e-05
"1073","DMN","Temporal_Mid_L_4","23","Peripheral",1e-05
"1074","DMN","Temporal_Mid_L_4","23","Provincial",0.714271428571429
"1075","DMN","Temporal_Mid_L_4","23","Satellite",0.0952361904761905
"1076","DMN","Temporal_Mid_L_4","56","Connector",0.99996
"1077","DMN","Temporal_Mid_L_4","56","Isolate",1e-05
"1078","DMN","Temporal_Mid_L_4","56","Peripheral",1e-05
"1079","DMN","Temporal_Mid_L_4","56","Provincial",1e-05
"1080","DMN","Temporal_Mid_L_4","56","Satellite",1e-05
"1081","Language","Temporal_Mid_L_5","23","Connector",0.249995
"1082","Language","Temporal_Mid_L_5","23","Isolate",1e-05
"1083","Language","Temporal_Mid_L_5","23","Peripheral",0.18749625
"1084","Language","Temporal_Mid_L_5","23","Provincial",0.56248875
"1085","Language","Temporal_Mid_L_5","23","Satellite",1e-05
"1086","Language","Temporal_Mid_L_5","56","Connector",0.499995
"1087","Language","Temporal_Mid_L_5","56","Isolate",1e-05
"1088","Language","Temporal_Mid_L_5","56","Peripheral",0.142855714285714
"1089","Language","Temporal_Mid_L_5","56","Provincial",0.214283571428571
"1090","Language","Temporal_Mid_L_5","56","Satellite",0.142855714285714
"1091","Language","Temporal_Mid_L_6","23","Connector",0.22222
"1092","Language","Temporal_Mid_L_6","23","Isolate",1e-05
"1093","Language","Temporal_Mid_L_6","23","Peripheral",0.055555
"1094","Language","Temporal_Mid_L_6","23","Provincial",0.611105
"1095","Language","Temporal_Mid_L_6","23","Satellite",0.11111
"1096","Language","Temporal_Mid_L_6","56","Connector",0.49999
"1097","Language","Temporal_Mid_L_6","56","Isolate",1e-05
"1098","Language","Temporal_Mid_L_6","56","Peripheral",0.333326666666667
"1099","Language","Temporal_Mid_L_6","56","Provincial",1e-05
"1100","Language","Temporal_Mid_L_6","56","Satellite",0.166663333333333
"1101","FPN","Temporal_Mid_L_7","23","Connector",0.312496875
"1102","FPN","Temporal_Mid_L_7","23","Isolate",1e-05
"1103","FPN","Temporal_Mid_L_7","23","Peripheral",0.187498125
"1104","FPN","Temporal_Mid_L_7","23","Provincial",0.2499975
"1105","FPN","Temporal_Mid_L_7","23","Satellite",0.2499975
"1106","FPN","Temporal_Mid_L_7","56","Connector",0.727250909090909
"1107","FPN","Temporal_Mid_L_7","56","Isolate",1e-05
"1108","FPN","Temporal_Mid_L_7","56","Peripheral",1e-05
"1109","FPN","Temporal_Mid_L_7","56","Provincial",1e-05
"1110","FPN","Temporal_Mid_L_7","56","Satellite",0.272719090909091
"1111","DMN","Temporal_Mid_L_8","23","Connector",1e-05
"1112","DMN","Temporal_Mid_L_8","23","Isolate",1e-05
"1113","DMN","Temporal_Mid_L_8","23","Peripheral",0.299994
"1114","DMN","Temporal_Mid_L_8","23","Provincial",0.599988
"1115","DMN","Temporal_Mid_L_8","23","Satellite",0.099998
"1116","DMN","Temporal_Mid_L_8","56","Connector",0.333323333333333
"1117","DMN","Temporal_Mid_L_8","56","Isolate",1e-05
"1118","DMN","Temporal_Mid_L_8","56","Peripheral",0.666646666666667
"1119","DMN","Temporal_Mid_L_8","56","Provincial",1e-05
"1120","DMN","Temporal_Mid_L_8","56","Satellite",1e-05
"1121","Language","Temporal_Mid_L_9","23","Connector",0.266664
"1122","Language","Temporal_Mid_L_9","23","Isolate",1e-05
"1123","Language","Temporal_Mid_L_9","23","Peripheral",0.133332
"1124","Language","Temporal_Mid_L_9","23","Provincial",0.199998
"1125","Language","Temporal_Mid_L_9","23","Satellite",0.399996
"1126","Language","Temporal_Mid_L_9","56","Connector",0.142854285714286
"1127","Language","Temporal_Mid_L_9","56","Isolate",1e-05
"1128","Language","Temporal_Mid_L_9","56","Peripheral",0.571417142857143
"1129","Language","Temporal_Mid_L_9","56","Provincial",1e-05
"1130","Language","Temporal_Mid_L_9","56","Satellite",0.285708571428571
"1131","FPN","Temporal_Mid_R_1","23","Connector",0.37499625
"1132","FPN","Temporal_Mid_R_1","23","Isolate",1e-05
"1133","FPN","Temporal_Mid_R_1","23","Peripheral",0.12499875
"1134","FPN","Temporal_Mid_R_1","23","Provincial",0.12499875
"1135","FPN","Temporal_Mid_R_1","23","Satellite",0.37499625
"1136","FPN","Temporal_Mid_R_1","56","Connector",0.857117142857143
"1137","FPN","Temporal_Mid_R_1","56","Isolate",1e-05
"1138","FPN","Temporal_Mid_R_1","56","Peripheral",1e-05
"1139","FPN","Temporal_Mid_R_1","56","Provincial",0.142852857142857
"1140","FPN","Temporal_Mid_R_1","56","Satellite",1e-05
"1141","DMN","Temporal_Mid_R_4","23","Connector",0.142854285714286
"1142","DMN","Temporal_Mid_R_4","23","Isolate",1e-05
"1143","DMN","Temporal_Mid_R_4","23","Peripheral",0.214281428571429
"1144","DMN","Temporal_Mid_R_4","23","Provincial",1e-05
"1145","DMN","Temporal_Mid_R_4","23","Satellite",0.642844285714286
"1146","DMN","Temporal_Mid_R_4","56","Connector",0.583321666666667
"1147","DMN","Temporal_Mid_R_4","56","Isolate",1e-05
"1148","DMN","Temporal_Mid_R_4","56","Peripheral",0.0833316666666667
"1149","DMN","Temporal_Mid_R_4","56","Provincial",1e-05
"1150","DMN","Temporal_Mid_R_4","56","Satellite",0.333326666666667
"1151","Language","Temporal_Mid_R_5","23","Connector",1e-05
"1152","Language","Temporal_Mid_R_5","23","Isolate",1e-05
"1153","Language","Temporal_Mid_R_5","23","Peripheral",0.181814545454545
"1154","Language","Temporal_Mid_R_5","23","Provincial",0.545443636363636
"1155","Language","Temporal_Mid_R_5","23","Satellite",0.272721818181818
"1156","Language","Temporal_Mid_R_5","56","Connector",0.099999
"1157","Language","Temporal_Mid_R_5","56","Isolate",1e-05
"1158","Language","Temporal_Mid_R_5","56","Peripheral",0.399996
"1159","Language","Temporal_Mid_R_5","56","Provincial",0.099999
"1160","Language","Temporal_Mid_R_5","56","Satellite",0.399996
"1161","PMM","Temporal_Mid_R_6","23","Connector",0.94734
"1162","PMM","Temporal_Mid_R_6","23","Isolate",1e-05
"1163","PMM","Temporal_Mid_R_6","23","Peripheral",1e-05
"1164","PMM","Temporal_Mid_R_6","23","Provincial",0.05263
"1165","PMM","Temporal_Mid_R_6","23","Satellite",1e-05
"1166","PMM","Temporal_Mid_R_6","56","Connector",0.666646666666667
"1167","PMM","Temporal_Mid_R_6","56","Isolate",1e-05
"1168","PMM","Temporal_Mid_R_6","56","Peripheral",1e-05
"1169","PMM","Temporal_Mid_R_6","56","Provincial",1e-05
"1170","PMM","Temporal_Mid_R_6","56","Satellite",0.333323333333333
"1171","DMN","Temporal_Pole_Mid_R_1","23","Connector",0.285708571428571
"1172","DMN","Temporal_Pole_Mid_R_1","23","Isolate",1e-05
"1173","DMN","Temporal_Pole_Mid_R_1","23","Peripheral",0.0714271428571429
"1174","DMN","Temporal_Pole_Mid_R_1","23","Provincial",1e-05
"1175","DMN","Temporal_Pole_Mid_R_1","23","Satellite",0.642844285714286
"1176","DMN","Temporal_Pole_Mid_R_1","56","Connector",0.666653333333333
"1177","DMN","Temporal_Pole_Mid_R_1","56","Isolate",1e-05
"1178","DMN","Temporal_Pole_Mid_R_1","56","Peripheral",0.0833316666666667
"1179","DMN","Temporal_Pole_Mid_R_1","56","Provincial",1e-05
"1180","DMN","Temporal_Pole_Mid_R_1","56","Satellite",0.249995
"1181","CON","Temporal_Pole_Sup_L","23","Connector",0.333326666666667
"1182","CON","Temporal_Pole_Sup_L","23","Isolate",1e-05
"1183","CON","Temporal_Pole_Sup_L","23","Peripheral",0.333326666666667
"1184","CON","Temporal_Pole_Sup_L","23","Provincial",1e-05
"1185","CON","Temporal_Pole_Sup_L","23","Satellite",0.333326666666667
"1186","CON","Temporal_Pole_Sup_L","56","Connector",0.49999
"1187","CON","Temporal_Pole_Sup_L","56","Isolate",1e-05
"1188","CON","Temporal_Pole_Sup_L","56","Peripheral",0.1249975
"1189","CON","Temporal_Pole_Sup_L","56","Provincial",1e-05
"1190","CON","Temporal_Pole_Sup_L","56","Satellite",0.3749925
"1191","Auditory","Temporal_Sup_L_1","23","Connector",0.461529230769231
"1192","Auditory","Temporal_Sup_L_1","23","Isolate",1e-05
"1193","Auditory","Temporal_Sup_L_1","23","Peripheral",0.153843076923077
"1194","Auditory","Temporal_Sup_L_1","23","Provincial",0.384607692307692
"1195","Auditory","Temporal_Sup_L_1","23","Satellite",1e-05
"1196","Auditory","Temporal_Sup_L_1","56","Connector",0.699979
"1197","Auditory","Temporal_Sup_L_1","56","Isolate",1e-05
"1198","Auditory","Temporal_Sup_L_1","56","Peripheral",0.299991
"1199","Auditory","Temporal_Sup_L_1","56","Provincial",1e-05
"1200","Auditory","Temporal_Sup_L_1","56","Satellite",1e-05
"1201","Language","Temporal_Sup_L_2","23","Connector",0.421048421052632
"1202","Language","Temporal_Sup_L_2","23","Isolate",1e-05
"1203","Language","Temporal_Sup_L_2","23","Peripheral",0.105262105263158
"1204","Language","Temporal_Sup_L_2","23","Provincial",0.421048421052632
"1205","Language","Temporal_Sup_L_2","23","Satellite",0.0526310526315789
"1206","Language","Temporal_Sup_L_2","56","Connector",0.833316666666667
"1207","Language","Temporal_Sup_L_2","56","Isolate",1e-05
"1208","Language","Temporal_Sup_L_2","56","Peripheral",1e-05
"1209","Language","Temporal_Sup_L_2","56","Provincial",0.0833316666666667
"1210","Language","Temporal_Sup_L_2","56","Satellite",0.0833316666666667
"1211","CON","Temporal_Sup_R_1","23","Connector",0.37499625
"1212","CON","Temporal_Sup_R_1","23","Isolate",1e-05
"1213","CON","Temporal_Sup_R_1","23","Peripheral",0.37499625
"1214","CON","Temporal_Sup_R_1","23","Provincial",0.12499875
"1215","CON","Temporal_Sup_R_1","23","Satellite",0.12499875
"1216","CON","Temporal_Sup_R_1","56","Connector",0.454540909090909
"1217","CON","Temporal_Sup_R_1","56","Isolate",1e-05
"1218","CON","Temporal_Sup_R_1","56","Peripheral",0.0909081818181818
"1219","CON","Temporal_Sup_R_1","56","Provincial",0.181816363636364
"1220","CON","Temporal_Sup_R_1","56","Satellite",0.272724545454545
"1221","Auditory","Temporal_Sup_R_2","23","Connector",0.315783157894737
"1222","Auditory","Temporal_Sup_R_2","23","Isolate",1e-05
"1223","Auditory","Temporal_Sup_R_2","23","Peripheral",0.368413684210526
"1224","Auditory","Temporal_Sup_R_2","23","Provincial",1e-05
"1225","Auditory","Temporal_Sup_R_2","23","Satellite",0.315783157894737
"1226","Auditory","Temporal_Sup_R_2","56","Connector",0.33333
"1227","Auditory","Temporal_Sup_R_2","56","Isolate",1e-05
"1228","Auditory","Temporal_Sup_R_2","56","Peripheral",0.066666
"1229","Auditory","Temporal_Sup_R_2","56","Provincial",0.066666
"1230","Auditory","Temporal_Sup_R_2","56","Satellite",0.533328
"1231","Language","Temporal_Sup_R_4","23","Connector",1e-05
"1232","Language","Temporal_Sup_R_4","23","Isolate",1e-05
"1233","Language","Temporal_Sup_R_4","23","Peripheral",0.285705714285714
"1234","Language","Temporal_Sup_R_4","23","Provincial",1e-05
"1235","Language","Temporal_Sup_R_4","23","Satellite",0.714264285714286
"1236","Language","Temporal_Sup_R_4","56","Connector",1e-05
"1237","Language","Temporal_Sup_R_4","56","Isolate",1e-05
"1238","Language","Temporal_Sup_R_4","56","Peripheral",0.199994
"1239","Language","Temporal_Sup_R_4","56","Provincial",1e-05
"1240","Language","Temporal_Sup_R_4","56","Satellite",0.799976
"1241","Language","Temporal_Sup_R_5","23","Connector",0.437495625
"1242","Language","Temporal_Sup_R_5","23","Isolate",1e-05
"1243","Language","Temporal_Sup_R_5","23","Peripheral",0.187498125
"1244","Language","Temporal_Sup_R_5","23","Provincial",0.062499375
"1245","Language","Temporal_Sup_R_5","23","Satellite",0.312496875
"1246","Language","Temporal_Sup_R_5","56","Connector",0.1249975
"1247","Language","Temporal_Sup_R_5","56","Isolate",1e-05
"1248","Language","Temporal_Sup_R_5","56","Peripheral",0.6249875
"1249","Language","Temporal_Sup_R_5","56","Provincial",1e-05
"1250","Language","Temporal_Sup_R_5","56","Satellite",0.249995
"1251","FPN","Thalamus_L_1","23","Connector",0.181818181818182
"1252","FPN","Thalamus_L_1","23","Isolate",0.0909090909090909
"1253","FPN","Thalamus_L_1","23","Peripheral",0.181818181818182
"1254","FPN","Thalamus_L_1","23","Provincial",0.0909090909090909
"1255","FPN","Thalamus_L_1","23","Satellite",0.454545454545455
"1256","FPN","Thalamus_L_1","56","Connector",0.166665
"1257","FPN","Thalamus_L_1","56","Isolate",1e-05
"1258","FPN","Thalamus_L_1","56","Peripheral",0.33333
"1259","FPN","Thalamus_L_1","56","Provincial",0.166665
"1260","FPN","Thalamus_L_1","56","Satellite",0.33333
"1261","Visual_1","Thalamus_L_2","23","Connector",0.599994
"1262","Visual_1","Thalamus_L_2","23","Isolate",1e-05
"1263","Visual_1","Thalamus_L_2","23","Peripheral",0.133332
"1264","Visual_1","Thalamus_L_2","23","Provincial",0.066666
"1265","Visual_1","Thalamus_L_2","23","Satellite",0.199998
"1266","Visual_1","Thalamus_L_2","56","Connector",0.454540909090909
"1267","Visual_1","Thalamus_L_2","56","Isolate",1e-05
"1268","Visual_1","Thalamus_L_2","56","Peripheral",0.272724545454545
"1269","Visual_1","Thalamus_L_2","56","Provincial",0.0909081818181818
"1270","Visual_1","Thalamus_L_2","56","Satellite",0.181816363636364
"1271","Visual_1","Thalamus_R_1","23","Connector",0.363636363636364
"1272","Visual_1","Thalamus_R_1","23","Isolate",0.0909090909090909
"1273","Visual_1","Thalamus_R_1","23","Peripheral",0.0909090909090909
"1274","Visual_1","Thalamus_R_1","23","Provincial",0.181818181818182
"1275","Visual_1","Thalamus_R_1","23","Satellite",0.272727272727273
"1276","Visual_1","Thalamus_R_1","56","Connector",0.571417142857143
"1277","Visual_1","Thalamus_R_1","56","Isolate",1e-05
"1278","Visual_1","Thalamus_R_1","56","Peripheral",1e-05
"1279","Visual_1","Thalamus_R_1","56","Provincial",0.142854285714286
"1280","Visual_1","Thalamus_R_1","56","Satellite",0.285708571428571
"1281","Visual_1","Thalamus_R_2","23","Connector",1e-05
"1282","Visual_1","Thalamus_R_2","23","Isolate",1e-05
"1283","Visual_1","Thalamus_R_2","23","Peripheral",0.799976
"1284","Visual_1","Thalamus_R_2","23","Provincial",1e-05
"1285","Visual_1","Thalamus_R_2","23","Satellite",0.199994
"1286","Visual_1","Thalamus_R_2","56","Connector",1e-05
"1287","Visual_1","Thalamus_R_2","56","Isolate",1e-05
"1288","Visual_1","Thalamus_R_2","56","Peripheral",0.428558571428571
"1289","Visual_1","Thalamus_R_2","56","Provincial",1e-05
"1290","Visual_1","Thalamus_R_2","56","Satellite",0.571411428571429
"1291","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Connector",1e-05
"1292","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Isolate",1e-05
"1293","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Peripheral",0.799976
"1294","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Provincial",1e-05
"1295","FPN","Thalamus_Ven_Ant_Nucleus_R","23","Satellite",0.199994
"1296","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Connector",0.099998
"1297","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Isolate",1e-05
"1298","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Peripheral",0.599988
"1299","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Provincial",1e-05
"1300","FPN","Thalamus_Ven_Ant_Nucleus_R","56","Satellite",0.299994
"1301","Visual_1","Vermis_6","23","Connector",0.181814545454545
"1302","Visual_1","Vermis_6","23","Isolate",1e-05
"1303","Visual_1","Vermis_6","23","Peripheral",0.454536363636364
"1304","Visual_1","Vermis_6","23","Provincial",1e-05
"1305","Visual_1","Vermis_6","23","Satellite",0.363629090909091
"1306","Visual_1","Vermis_6","56","Connector",1e-05
"1307","Visual_1","Vermis_6","56","Isolate",1e-05
"1308","Visual_1","Vermis_6","56","Peripheral",0.7499775
"1309","Visual_1","Vermis_6","56","Provincial",1e-05
"1310","Visual_1","Vermis_6","56","Satellite",0.2499925
